id,country,year,country_code,wb_income_group,wb_income_group_code,tb_incidence,tbincidence_hiv,num_incid_tb_cases,num_incid_tb_hiv_cases,case_det_rate,new_relapses_tb_cases,rate_deaths_hiv_neg_tb_cases,num_prev_tb_cases,num_deaths_tb_cases_exc_hiv,prev_tb_cases,new_extra_tb_cases,new_pulm_smear_neg_tb_cases,new_pulm_smear_pos_tb_cases,lab_DST_5million_pop,lab_culture_diagnosis_5million_pop,lab_smear_diagnosis_100k_pop,lab_second_DST_available,nat_ref_lab,GDP_constant_2000,GDP_constant_LCU,GDP_current_LCU,GDP_current_US,GDP_deflator,GDP_growth,GDP_per_capita_constant_2000,GDP_per_capita_constant_LCU,GDP_per_capita_current_LCU,GDP_per_capita_current_US,GDP_per_capita_growth,GDP_per_capita_PPP_constant_2005_international,GDP_per_capita_PPP_current_international,GDP_per_person_employed,GDP_PPP_constant_2005_international,GDP_PPP_current_2005_international,GNI_constant_2000_US,GNI_constant_LCU,GNI_current_LCU,GNI_current,GNI_growth,GNI_percapita_constant_2000_US,GNI_percapita_constant_LCU,GNI_percapita_current_LCU,GNI_percapita_growth,GNI_percapita_Atlas_method,GNI_percapita_PPP_constant_2005_international,GNI_percapita_PPP_current_international,GNI_Atlas_method_current,GNI_PPP_constant_2005_international,GNI_PPP_current_international,Health_expenditure_percapita_current,Health_expenditure_percapita_PPP_constant_2005_international,Health_expenditure_private_GDP,Health_expenditure_public_GDP,Health_expenditure_public_government_expenditure,Health_expenditure_total_health_expenditure,Health_expenditure_total,Urban_population,Urban_population_growth,Inflation_GDP_deflator,Population_in_urban_agglomerations,Poblacion_total_prision,tasa_encarcelamiento_100k,p_prision_preventiva,p_mujeres,p_menores_edad,p_extranjeros,n_prisiones,capacidad_sistema_penitenciario,p_nivel_ocupacion_SP,recorded_adult_percapita_consumption_in_litres_of_pure_alcohol,prevalecia_diabetes,prevalencia_consumo_tabaco,poblacion_total,e_inc_tb_inc_hiv_100k, e_inc_tb_inc_hiv_num,e_inc_tbhivpos_100k,e_inc_tbhivpos_num,e_inc_tb_inc_nohiv_100k, e_inc_tb_inc_nohiv_num,tb_notificados_all_form_num,nuevos_notificados_tasa_k,tb_pulm_not,tb_not_antestratado,p_deteccion,p_sp_among_new_pulm,c_new_sp_tsr,p_muertes_nuevos,p_fracaso_nuevos,p_abandono_nuevos,c_ret_tsr,p_muerte_antes_tratados,p_fracaso_antes_tratados,p_abandono_antes_tratados,e_mort_exc_tbhiv_100k,e_tbhiv_prct,hiv_reg_new,hiv_reg,hiv_tbscr,hivtest,hivtest_pos,p_pacientes_conocen_hiv_status,p_positividad,hiv_art_num,p_hiv_art,hiv_ipt_num,hiv_cpt_num,p_hiv_cpt,p_e_new_mdr_pcnt,e_new_mdr_num,p_e_ret_mdr_pcnt,e_ret_mdr_num,e_mdr_new_and_ret,num_Bact_VE_tested_MDR_TB,total_casos_confirmados_mdr,p_mdr_del_total_casos_notificados,vih_prevalence,y_educacion_prom,emision_PP_CO2_ton,IDH,p_menores_5a_bajo_peso,p_emigrantes,p_inmigrantes,t_neta_migracion,crec_anual_PBI_p,disponibilidad_calorias_kcal_dia_habitante,esperanza_vida_nacer_anos,gasto_nacional_salud_proporcion_PBI,incidencia_tuberculosis_por_100000_hab,Incidencia_tuberculosis_baciloscopia_positiva_100000_hab,INB_per_capita_internacionales_PPA_US,Poblacion_Miles,prevalencia_deficit_nutricional_ninos_menores_5anos_p,prevalencia_sobrepeso_poblacion_adulta_p_20_74_anos,Prevalencia_uso_tabaco_adolescentes_p_13_15anos,Proporcion_poblacion_usa_fuentes_mejoradas_agua_potable,proporcion_poblacion_utiliza_instalaciones_mejoradas_saneamiento,p_poblacion_menores_1ano_inmunizada_tuberculosis,proporcion_poblacion_urbana,razon_cruda_escolaridad_primaria,razon_medicos_10000_hab,tasa_alfabetizacion,tasa_crecimiento_anual_poblacion,tasa_incidencia_pobreza_sobre_base_1_25_dia_PPA,tasa_incidencia_pobreza_linea_pobreza_nacional,tasa_incidencia_SIDA_por_100000_hab,tasa_estimada_mortalidad_diabetes_mellitus_100000_hab,tasa_estimada_mortalidad_neoplasias_malignas_pulmon_traquea_bronquios_por_100000hab,tasa_estimada_mortalidad_tuberculosis_por_100000hab,prop_desem_fuerza_trabajo,ret_taf,ret_tad,ret_oth,tot_newrel,total_casos_tb,e_inc_num,captacion
28,Bolivia,2004,BOL,Lower middle income,WB_LMI,163,9.6,15000,870,67,9801,24,22000,2100,243,1657,6213,0,NA,NA,NA,NA,NA,9.36E+09,2.49E+10,6.96E+10,8.77E+09,279,4.17,1040,2780,7750,977,2.24,3680,3560,7130,3.30E+10,3.20E+10,8.94E+09,2.38E+10,6.66E+10,8.39E+09,3.36,995,2650,7410,1.44,960,3520,3400,8.66E+09,3.16E+10,3.06E+10,52.1,190,2,3.34,9.8,62.5,5.34,63.7,2.62,7.97,30.8,8315,102,,,,,,,,2.37,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,4.2,2089,65,,109.1,69.2,3400,8983,32.5,,,83,24,86,63.7,100.4,,,1.8,,63.1,1.3,,,,4.3,33,170,0,9801,10004,15000,0.666933333
29,Bolivia,2005,BOL,Lower middle income,WB_LMI,158,8.8,14000,810,67,9748,23,22000,2100,239,1673,6278,NA,0.5,3.8,5.1,NA,NA,9.78E+09,2.60E+10,7.70E+10,9.55E+09,296,4.42,1070,2850,8420,1040,2.55,3770,3770,7270,3.45E+10,3.45E+10,9.38E+09,2.50E+10,7.40E+10,9.17E+09,4.9,1020,2730,8090,3.02,1030,3620,3620,9.40E+09,3.31E+10,3.31E+10,58.3,210,1.89,3.69,10.9,66.2,5.58,64.2,2.54,5.94,31.2,6768,76,,,,,,,,2.85,,,9000000,158,14000,8.8,810,149.2,13190,9748,102.23,9201,547,69.63,83,78,3,1,5,66,5,3,7,23,,,,,,,,,0,,,0,,,,,,,,63,0.65,0.4,8.3,1.1,0.647,,,,-1,4.4,2133,65,,106.6,68.6,3620,9147,,,,84,24,88,64.2,,,,1.8,18.2,59.6,1.8,,,,5.4,35,190,,9748,9973,14000,0.712357143
30,Bolivia,2006,BOL,Lower middle income,WB_LMI,153,8,14000,750,63,9014,23,22000,2100,232,1654,5788,NA,261.1,261.1,5.2,NA,Yes,1.02E+10,2.73E+10,9.17E+10,1.15E+10,336,4.8,1100,2930,9860,1230,3,3890,4010,7430,3.62E+10,3.73E+10,9.86E+09,2.63E+10,8.86E+10,1.11E+10,5.17,1060,2820,9520,3.36,1120,3750,3870,1.04E+10,3.49E+10,3.60E+10,59,192,1.44,3.35,9.7,69.9,4.8,64.6,2.42,13.7,31.6,7710,83,,,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,8.5,1.1,0.653,,,,,4.8,2148,65,,96.9,62.2,3870,9307,,,,84,25,87,64.6,101.7,,,1.7,16.2,59.9,1.9,,,,5.3,32,154,,9014,9200,14000,0.657142857
31,Bolivia,2007,BOL,Lower middle income,WB_LMI,148,7.3,14000,690,61,8574,22,22000,2100,227,1502,5686,NA,1.1,4.2,4.8,No,Yes,1.07E+10,2.85E+10,1.03E+11,1.31E+10,361,4.56,1130,3010,10900,1390,2.83,4000,4240,7550,3.78E+10,4.02E+10,1.03E+10,2.74E+10,9.92E+10,1.26E+10,4.31,1090,2900,10500,2.58,1240,3840,4090,1.17E+10,3.64E+10,3.87E+10,65.1,199,1.5,3.2,7.64,68.1,4.7,65.1,2.35,7.37,32.1,7682,82,,,,,,,,3.42,5.8,,,,,,,,,,,,,,,84,4,1,5,76,4,2,10,,,,,,,,,,,,,,,,,,,,,,0,0.3,8.7,1.1,0.652,,,,,4.6,2144,66,,90.6,60.1,4090,9463,,,,85,25,86,65.1,98.5,,90.7,1.6,13.1,60.1,1.1,,,,5.2,23,104,,8574,8701,14000,0.6215
32,Bolivia,2008,BOL,Lower middle income,WB_LMI,144,6.6,14000,630,66,9070,22,21000,2100,222,1693,6048,NA,0.5,6.8,5.2,No,Yes,1.14E+10,3.03E+10,1.21E+11,1.67E+10,399,6.15,1180,3150,12500,1730,4.44,4170,4530,7820,4.01E+10,4.36E+10,1.10E+10,2.92E+10,1.17E+11,1.61E+10,6.67,1140,3040,12100,4.95,1490,4030,4380,1.43E+10,3.88E+10,4.22E+10,85.5,223,1.72,3.21,7.11,65.1,4.93,65.5,2.3,10.4,32.5,,92,,,,,,,,,,,10000000,144,14000,4.9,470,139.1,13530,9070,86.34,8634,436,64.79,87,84,4,1,5,76,8,2,7,21,,,,,485,19,5,4,3,16,,16,84,,,,,,,34,0.37,0.3,,,,,,,,6.1,2132,66,,94.3,62.9,4380,9618,27.1,,,86,25,87,65.5,99.4,5,90.7,1.6,15.6,,1.1,,,,9.1,26,128,,9070,9224,14000,0.658857143
33,Bolivia,2009,BOL,Lower middle income,WB_LMI,140,5.9,14000,580,65,8847,22,21000,2100,217,1742,5937,NA,0.5,13.3,5.2,"Yes, using laboratories in another country",Yes,1.18E+10,3.13E+10,1.22E+11,1.73E+10,389,3.36,1200,3200,12500,1770,1.72,4240,4670,7890,4.15E+10,4.56E+10,1.13E+10,3.01E+10,1.17E+11,1.67E+10,2.77,1150,3080,12000,1.14,1640,4080,4490,1.61E+10,3.99E+10,4.39E+10,102,268,1.96,3.81,8.19,66.1,5.76,66,2.27,-2.42,33,,93,,,,,,,,,,,10088108,140,14000,5.9,580,134.1,13420,8847,83.05,8378,469,63.19,89,85,4,1,5,78,7,2,7,22,,,,,1509,38,17,3,29,76,,0,,,,,,,,60,0.68,0.3,9,,0.663,,,,,3.4,2172,66,,90.5,60.7,4480,9773,,,,87,45,88,66,,,91.2,1.6,,,1.5,,,,9.3,26,117,120,8847,9110,14000,0.650714286
34,Bolivia,2010,BOL,Lower middle income,WB_LMI,135,5.4,13000,530,62,8345,21,21000,2100,210,1694,5613,0,0.5,20.6,5,"Yes, using laboratories in another country",Yes,1.22E+10,3.26E+10,1.38E+11,1.96E+10,423,4.13,1230,3280,13900,1980,2.49,4350,4820,8030,4.32E+10,4.78E+10,1.17E+10,3.11E+10,1.32E+11,1.88E+10,3.36,1170,3130,13300,1.73,1810,4150,4610,1.79E+10,4.12E+10,4.57E+10,108,264,1.85,3.62,8.42,66.2,5.47,66.4,2.26,8.78,33.5,9406,93,,,,,,,,,5.2,,10088108,135,13000,5.4,530,129.6,12470,8345,78.68,7937,408,64.19,90,88,4,1,5,77,5,3,10,21,,,,,1897,130,22,7,113,87,,,,,,,,,,106,1.27,0.3,9.2,,0.668,4.3,2.4,3.6,-1,4.1,,67,,84,56.5,4620,9930,,,,88,45,90,66.4,,,,1.6,,,2,,,,9.5,30,112,115,8345,8602,13000,0.661692308
35,Bolivia,2011,BOL,Lower middle income,WB_LMI,131,4.9,13000,500,64,8521,21,21000,2100,205,1721,5746,0,0.5,24.3,5.3,"Yes, using laboratories in another country",No,1.29E+10,3.43E+10,1.66E+11,2.39E+10,485,5.17,1280,3400,16500,2370,3.52,4500,5100,8240,4.54E+10,5.14E+10,1.23E+10,3.27E+10,1.59E+11,2.30E+10,5.38,1220,3250,15800,3.73,2020,4300,4890,2.04E+10,4.34E+10,4.93E+10,118,250,1.43,3.45,7.88,70.8,4.88,66.8,2.2,14.6,34,11516,112,83.6,11.7,9,6.8,53,4700,185.1,,5.68,30,10088108,131,13000,4.9,500,126.1,12500,8521,80,8110,411,65.55,90,86,,,,,,,,21,3.8,,,,4118,138,47,3,120,87,,,0,1.2,77,14,89,166,98,83,0.97,0.3,9.2,,0.671,,,,,5.1,,67,2.6,,,4920,10088,,,,89,46,90,66.8,,,,1.6,,,2,,,,9.7,32,98,96,8521,8747,13000,0.672846154
36,Bolivia,2012,BOL,Lower middle income,WB_LMI,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Brazil,1995,BRA,Upper middle income,WB_UMI,71,14,110000,23000,79,91013,5.2,140000,8500,89,13814,45650,14039,NA,NA,NA,NA,NA,5.84E+11,1.07E+12,7.06E+11,7.69E+11,66.1,4.42,3610,6600,4360,4750,2.84,7720,6280,11700,1.25E+12,1.02E+12,5.75E+11,1.05E+12,6.95E+11,7.58E+11,4.65,3550,6500,4300,3.07,3880,7600,6190,6.28E+11,1.23E+12,1.00E+12,316,418,3.79,2.86,8.36,43,6.65,77.6,2.48,72,36.4,148760,92,,,,,,,,5.86,,,162000000,71,110000,14,23000,57,87000,88755,54.79,88755,,80.69,61,17,1,1,3,,,,,5.2,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,4.4,,69,,56.2,28.2,6190,161848,,,,91,71,100,77.6,,12,,1.5,11.3,35.1,13.5,,,,6,,,,91013,91013,110000,0.827390909
38,Brazil,1996,BRA,Upper middle income,WB_UMI,69,14,110000,23000,77,87254,5.2,140000,8500,84,12322,44503,14599,NA,NA,NA,NA,NA,5.96E+11,1.09E+12,8.44E+11,8.40E+11,77.4,2.15,3630,6640,5140,5110,0.6,7760,6430,12200,1.28E+12,1.06E+12,5.87E+11,1.07E+12,8.32E+11,8.28E+11,2.14,3570,6540,5060,0.585,4670,7650,6330,7.68E+11,1.26E+12,1.04E+12,350,440,4.07,2.78,8.13,40.5,6.85,78.3,2.45,17.1,36.7,,88,,,,,,,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,2.1,,69,,53.1,27.1,6330,164343,13.1,52,,92,71,100,78.3,,13,,1.5,12.4,34.7,15.2,20.9,10.1,3.4,6.8,,,,87254,87254,110000,0.793218182
39,Brazil,1997,BRA,Upper middle income,WB_UMI,67,14,110000,23000,75,83309,5,140000,8400,81,12441,43490,NA,NA,NA,NA,NA,NA,6.16E+11,1.13E+12,9.39E+11,8.71E+11,83.3,3.37,3690,6760,5630,5220,1.81,7900,6670,12500,1.32E+12,1.11E+12,6.05E+11,1.11E+12,9.22E+11,8.55E+11,2.93,3620,6630,5520,1.37,5050,7750,6550,8.43E+11,1.29E+12,1.09E+12,355,454,3.88,2.92,7.03,43,6.81,79,2.44,7.65,36.9,170602,102,,,,,,,,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,3.4,,69,,49.9,26.1,6550,166869,,47.3,,92,72,100,79,,13,,1.5,12.3,35.2,16.4,22.3,10.8,3.5,7.7,,,,83309,83309,110000,0.757354545
40,Brazil,1998,BRA,Upper middle income,WB_UMI,64,14,110000,23000,87,95009,4.9,130000,8300,77,13064,43554,25569,NA,NA,NA,NA,NA,6.17E+11,1.13E+12,9.79E+11,8.44E+11,86.8,0.0355,3640,6660,5780,4980,-1.46,7790,6660,12400,1.32E+12,1.13E+12,6.03E+11,1.10E+12,9.58E+11,8.26E+11,-0.286,3560,6510,5660,-1.78,4870,7620,6520,8.26E+11,1.29E+12,1.10E+12,336,449,3.87,2.87,5.63,42.6,6.74,79.8,2.41,4.24,37.1,,112,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,0,,70,,56.1,25.7,6520,169410,,,,93,73,100,79.8,,13,,1.5,11,34,17.9,22.6,10.9,3.5,8.9,,,,95009,95009,110000,0.863718182
41,Brazil,1999,BRA,Upper middle income,WB_UMI,62,13,110000,23000,74,78870,4.7,130000,8000,75,12153,41619,24098,NA,NA,NA,NA,NA,6.18E+11,1.13E+12,1.06E+12,5.87E+11,94.2,0.256,3590,6580,6190,3410,-1.22,7690,6680,12300,1.32E+12,1.15E+12,5.98E+11,1.09E+12,1.03E+12,5.68E+11,-0.768,3480,6370,6000,-2.23,4130,7450,6470,7.10E+11,1.28E+12,1.11E+12,242,473,4.06,3.03,5.48,42.7,7.09,80.5,2.37,8.48,37.4,,124,,,,,,,,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,0.3,,70,,45.9,24.2,6470,171936,,,,94,73,100,80.5,,14,,1.4,11.4,35.3,16.1,25.3,11.3,3.4,9.6,0,0,0,78870,78870,110000,0.717
42,Brazil,2000,BRA,Upper middle income,WB_UMI,60,13,110000,23000,74,77899,4.5,130000,7800,72,10457,41186,11033,NA,NA,NA,NA,NA,6.45E+11,1.18E+12,1.18E+12,6.45E+11,100,4.31,3700,6760,6760,3700,2.82,7910,7020,12100,1.38E+12,1.22E+12,6.27E+11,1.15E+12,1.15E+12,6.27E+11,4.79,3590,6580,6580,3.3,3860,7690,6820,6.74E+11,1.34E+12,1.19E+12,265,503,4.28,2.89,4.08,40.3,7.16,81.2,2.32,6.18,37.7,,136,,,,,,,,7.27,3.2,,174000000,60,110000,13,23000,47,87000,77899,43.26,75265,2634,70.82,64,71,4,0,9,40,4,0,14,4.5,,,,,,,,,,,,,,,,,,,,,0,0.4,5.6,1.9,0.669,,,,-0.1,4.3,2882,70,,44.7,23.6,6820,174425,,53.1,,94,74,100,81.2,108,14,86.4,1.4,,,17.4,26.3,11,3.1,7.6,64,4286,4350,77899,86599,110000,0.787263636
43,Brazil,2001,BRA,Upper middle income,WB_UMI,58,13,1.00E+05,22000,72,74466,4.2,120000,7400,69,9626,38478,8067,NA,NA,NA,NA,Yes,6.53E+11,1.19E+12,1.30E+12,5.54E+11,109,1.31,3690,6760,7360,3130,-0.0895,7900,7170,12200,1.40E+12,1.27E+12,6.30E+11,1.15E+12,1.26E+12,5.34E+11,0.567,3560,6520,7100,-0.827,3290,7630,6920,5.82E+11,1.35E+12,1.22E+12,228,521,4.19,3.07,4.75,42.3,7.27,81.5,1.8,8.97,37.8,233859,133,,,,,,,,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,1.3,2894,71,,42.1,21.8,6920,176877,,,,94,74,100,81.5,111.1,14,,1.3,11.8,35.2,17.7,26,11.3,3,9.3,93,3984,4077,74466,82620,100000,0.8262
44,Brazil,2002,BRA,Upper middle income,WB_UMI,57,12,1.00E+05,22000,80,81436,3.9,120000,7000,67,11244,41371,11885,NA,NA,NA,NA,NA,6.71E+11,1.23E+12,1.48E+12,5.04E+11,120,2.66,3740,6840,8240,2810,1.27,8000,7380,12000,1.43E+12,1.32E+12,6.47E+11,1.18E+12,1.43E+12,4.87E+11,2.61,3610,6600,7950,1.23,3050,7720,7120,5.47E+11,1.38E+12,1.28E+12,203,531,3.98,3.21,5,44.6,7.19,81.8,1.76,10.6,37.9,,160,,,,,,,,7.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,2.7,2929,71,,45.4,23.1,7120,179289,,,20.3,94,75,100,81.8,112.1,14,,1.3,10.6,34.4,20.9,26.8,11.5,2.8,9.1,,,8868,81436,90304,100000,0.90304
45,Brazil,2003,BRA,Upper middle income,WB_UMI,55,10,99000,18000,81,80114,3.7,120000,6700,66,10584,39938,11039,NA,NA,NA,NA,NA,6.78E+11,1.24E+12,1.70E+12,5.52E+11,137,1.15,3730,6830,9360,3040,-0.158,7990,7520,12000,1.45E+12,1.37E+12,6.56E+11,1.20E+12,1.64E+12,5.35E+11,1.43,3610,6610,9060,0.119,2950,7730,7280,5.37E+11,1.40E+12,1.32E+12,214,528,3.91,3.12,4.41,44.4,7.03,82.2,1.7,13.7,38,284989,160,,,,,,,,6.83,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,1.1,3070,71,,44.1,22,7280,181633,,40.6,,95,76,100,82.2,110.3,15,,1.2,11.2,35.8,20.4,27.2,12,2.7,9.7,96,4462,,80114,84672,99000,0.855272727
46,Brazil,2004,BRA,Upper middle income,WB_UMI,53,11,97000,20000,89,86881,3.5,110000,6400,62,11781,42881,12104,NA,NA,NA,NA,NA,7.17E+11,1.31E+12,1.94E+12,6.64E+11,148,5.71,3900,7130,10600,3610,4.43,8340,8080,12100,1.53E+12,1.48E+12,6.95E+11,1.27E+12,1.88E+12,6.44E+11,5.95,3780,6920,10200,4.66,3310,8090,7830,6.10E+11,1.49E+12,1.44E+12,257,576,3.78,3.35,5.15,47,7.13,82.5,1.62,8.04,38.2,336358,183,,,,,,,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,,,,,,,,5.7,3085,71,,47.3,23.3,7830,183873,,,16,95,76,100,82.5,106.2,16,88.6,1.1,9.8,33.7,19.8,27.8,12.5,2.7,8.9,159,4815,,86881,91855,97000,0.946958763
47,Brazil,2005,BRA,Upper middle income,WB_UMI,51,8.2,95000,15000,84,80209,3.3,110000,6200,61,11037,42093,10589,0.9,5,2.2,NA,NA,7.40E+11,1.35E+12,2.15E+12,8.82E+11,159,3.16,3980,7280,11500,4740,1.98,8510,8510,12100,1.58E+12,1.58E+12,7.18E+11,1.31E+12,2.09E+12,8.57E+11,3.33,3860,7070,11200,2.15,3960,8270,8270,7.37E+11,1.54E+12,1.54E+12,387,695,4.89,3.28,4.7,40.1,8.17,82.8,1.54,7.21,38.4,330642,183,,,,,,,,6.82,,,186000000,51,95000,8.2,15000,42.8,80000,80209,41.46,77120,3089,84.43,64,75,5,1,9,48,7,2,19,3.3,,,,,51552,8249,59,16,7012,85,,0,,,,,,,,373,0.47,0.4,6.6,1.9,0.669,,,,-0.6,3.2,3081,72,,43.1,22.6,8270,185987,,,17.2,96,76,100,82.8,106,17,,1.1,8.5,30.8,19.1,27,12.2,2.5,9.3,208,2337,4003,80209,86757,95000,0.913231579
48,Brazil,2006,BRA,Upper middle income,WB_UMI,50,7.4,93000,14000,83,77632,3.2,110000,6000,59,10656,41117,9987,1,5.1,2.2,NA,Yes,7.69E+11,1.41E+12,2.37E+12,1.09E+12,168,3.96,4090,7480,12600,5790,2.87,8750,9040,12300,1.65E+12,1.70E+12,7.50E+11,1.37E+12,2.31E+12,1.06E+12,4.36,3990,7300,12300,3.27,4800,8540,8810,9.03E+11,1.60E+12,1.66E+12,492,766,4.95,3.54,5.15,41.7,8.48,83.1,1.42,6.15,38.7,361402,191,,,,,,,,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4,6.7,1.9,0.704,,,,,4,3100,72,,41.3,21.9,8810,187958,6.8,,13.5,96,78,100,83.1,,17,89.6,1,7.6,26.8,18,29.1,12.2,2.5,8.4,219,2282,3160,77632,83293,93000,0.895623656
49,Brazil,2007,BRA,Upper middle income,WB_UMI,48,9.6,91000,18000,82,74757,3.1,1.00E+05,5900,55,10318,38444,9353,1,5.1,2.1,"Yes, within the country",Yes,8.16E+11,1.49E+12,2.66E+12,1.37E+12,178,6.1,4300,7860,14000,7200,5.07,9200,9770,12900,1.75E+12,1.85E+12,7.99E+11,1.46E+12,2.61E+12,1.34E+12,6.54,4210,7700,13700,5.51,6110,9010,9570,1.16E+12,1.71E+12,1.82E+12,610,827,4.93,3.54,5.42,41.8,8.47,83.4,1.33,5.86,38.9,422590,253,,,,,,,,7.09,6.2,,,,,,,,,,,,,,,72,5,1,10,51,8,1,23,,,,,,,,,,,,,,,,,,,,,,0,0.4,6.8,1.9,0.71,1.7,,,,6.1,3110,72,,39.4,20.3,9570,189798,,,20.6,97,78,100,83.4,,16,90,0.9,7.1,24.2,17.9,30.8,12.9,2.5,8.1,223,2351,3130,74757,80461,91000,0.884186813
50,Brazil,2008,BRA,Upper middle income,WB_UMI,47,9.3,89000,18000,82,73395,3,1.00E+05,5700,52,10122,37697,8811,1,5,2.2,"Yes, within the country",Yes,8.58E+11,1.57E+12,3.03E+12,1.65E+12,193,5.17,4480,8190,15800,8630,4.21,9580,10400,13100,1.84E+12,1.99E+12,8.37E+11,1.53E+12,2.96E+12,1.61E+12,4.82,4370,8000,15500,3.86,7490,9350,10200,1.43E+12,1.79E+12,1.95E+12,715,862,4.74,3.54,5.73,42.8,8.28,83.7,1.27,8.33,39.2,,232,,,,,,,,,,,192000000,46,89000,9.2,18000,36.8,71000,73395,36.72,70494,2901,82.47,62,71,5,1,9,50,8,2,25,3.4,,,,,41796,8331,51,20,7581,91,,0,,,,,,,,339,0.46,0.4,,,,,,,,5.2,3177,73,,38.3,19.7,10160,191543,,,,97,78,100,83.7,,,90,0.9,6,22.6,18,32.1,13.3,2.5,7.1,274,2534,5455,73395,81658,89000,0.917505618
51,Brazil,2009,BRA,Upper middle income,WB_UMI,50,9,87000,17000,86,75040,2.9,97000,5700,50,10275,39267,9123,1.1,5.8,2.1,"Yes, using laboratories within and outside the country",Yes,8.55E+11,1.56E+12,3.24E+12,1.62E+12,207,-0.328,4420,8100,16800,8390,-1.21,9470,10400,13000,1.83E+12,2.01E+12,8.38E+11,1.53E+12,3.18E+12,1.59E+12,0.0826,4340,7930,16400,-0.8,8150,9280,10200,1.58E+12,1.79E+12,1.97E+12,734,909,4.94,3.81,5.86,43.6,8.75,84,1.24,7.19,39.5,,244,,,,,,,,,,,193000000,45,87000,9,17000,36,70000,75040,37.15,71700,3340,86.25,64,72,5,1,10,43,8,2,23,2.9,,,,,44038,8828,52,20,7769,88,,0,,,,,,,,449,0.6,0.3,7.1,,0.719,1.7,,,,-0.3,3173,73,,38.8,20.3,10180,193247,,,30.1,97,80,100,84,,,90.3,0.9,6.1,21.4,19.9,33.1,13.5,2.5,8.3,223,3150,3105,75040,81518,87000,0.936988506
52,Brazil,2010,BRA,Upper middle income,WB_UMI,46,7.8,85000,15000,88,74395,2.9,95000,5600,49,10017,37932,9336,1,6.5,2,"Yes, using laboratories within and outside the country",Yes,9.19E+11,1.68E+12,3.77E+12,2.14E+12,224,7.53,4720,8630,19300,11000,6.6,10100,11200,13500,1.97E+12,2.18E+12,9.02E+11,1.65E+12,3.70E+12,2.10E+12,7.68,4630,8470,19000,6.74,9540,9900,11000,1.86E+12,1.93E+12,2.14E+12,990,1010,4.77,4.24,10.7,47,9.01,84.3,1.23,8.23,39.9,496251,253,,,,,,,,,6,,195000000,43,85000,7.8,15000,35.2,70000,74395,36.41,70997,3398,87.52,62,74,5,0,11,46,8,2,25,3,,,,,51764,9338,63,18,8591,92,,,,,,,,,22,573,0.77,0.3,7.2,,0.726,1.7,0.7,0.4,-0.5,7.5,,73,,38.2,19.5,11000,194946,,,,98,80,100,84.3,,15,,0.9,,,17.5,32.6,13,2.4,9.5,122,3208,4221,74395,81946,85000,0.964070588
53,Brazil,2011,BRA,Upper middle income,WB_UMI,48,8.2,83000,16000,91,74892,2.9,91000,5600,46,10067,40294,8278,1.1,7.8,2,"Yes, within the country",Yes,9.45E+11,1.73E+12,4.14E+12,2.48E+12,240,2.73,4800,8790,21100,12600,1.84,10300,11600,13700,2.02E+12,2.29E+12,9.26E+11,1.69E+12,4.06E+12,2.43E+12,2.62,4710,8610,20700,1.73,10700,10100,11400,2.11E+12,1.98E+12,2.25E+12,1120,1040,4.83,4.07,8.69,45.7,8.9,84.6,1.19,6.97,40.2,549557,276,37.6,6.6,0,0.7,1420,319075,172,,9.72,17,196655014,42,83000,8.2,16000,33.8,67000,74892,36,71337,3555,90.23,66,76,,,,,,,,2.9,20,,,,49091,9575,58,20,8850,92,674,,0,0.91,560,5.4,540,1100,21,566,0.76,0.3,7.2,,0.728,,,,,2.7,,74,3.1,,,11500,196655,,,,98,81,100,84.6,,,,0.9,,,20,,,,9.7,199,3344,2947,74892,81382,83000,0.980506024
